param_132,type,is_measured,normal_values,% of normal values,param dist.
370,AC/DC,0,0.26,50,378
639,AC,0,1.0,24,851
15403,AC,0,0.28,19,635
276,AC/DC,0,0.06,35,578
349,AC/DC,0,1.0,80,262
217,AC/DC,0,0.94,22,566
5568,AC,1,0.28,77,77
3239,AC,1,0.5,34,802
2,AC/DC,0,0.06,74,292
995,AC/DC,1,0.73,43,943
11227,AC/DC,1,0.37,9,892
423,AC/DC,0,0.87,81,32
142,AC/DC,0,0.21,17,763
13125,AC,1,0.1,5,226
830,AC/DC,0,0.05,76,834
69,AC/DC,1,0.33,35,19
655,AC/DC,1,0.53,80,16
15253,AC,1,0.65,78,624
11776,AC,0,0.8,63,751
18914,AC,1,0.38,70,173
772,AC/DC,0,0.87,95,695
3074,AC,1,0.16,13,335
441,AC/DC,0,0.33,84,828
778,AC/DC,0,0.09,78,124
12937,AC,1,0.05,57,285
536,AC/DC,0,0.93,96,9
452,AC/DC,0,0.59,86,128
248,AC/DC,0,0.42,55,454
1453,AC,1,0.25,0,522
821,AC/DC,1,0.76,30,346
7968,AC,1,0.16,47,655
491,AC/DC,0,0.21,57,764
18586,AC,1,0.14,93,129
693,AC/DC,0,0.25,29,395
906,AC,0,0.84,48,577
893,AC/DC,0,0.65,34,418
997,AC,0,0.19,91,615
980,AC/DC,0,0.58,34,739
770,AC/DC,0,0.92,65,303
10086,AC/DC,1,0.08,21,695
32,AC/DC,1,0.27,15,260
899,AC/DC,1,0.06,91,75
18573,AC,1,0.24,78,468
6085,AC,1,0.69,72,250
17919,AC,1,0.03,70,261
445,AC,0,0.83,0,544
284,AC/DC,0,0.25,37,175
3281,AC,1,0.46,92,264
9779,AC,1,0.51,1,332
773,AC/DC,0,0.38,17,53
7834,AC,1,0.36,94,35
666,AC/DC,0,0.63,37,28
3160,AC,1,0.67,80,198
5939,AC,1,0.39,98,241
568,AC/DC,0,0.41,33,358
17285,AC,1,0.1,84,49
18092,AC,1,0.76,70,61
171,AC/DC,0,0.9,31,962
964,AC/DC,0,0.31,28,139
12798,AC,1,0.78,95,363
902,AC/DC,0,0.61,79,143
120,AC/DC,0,0.71,6,443
656,AC/DC,0,0.99,84,529
19394,AC,1,0.5,24,277
8823,AC,1,0.23,88,644
283,AC,0,0.46,51,768
229,AC,0,0.87,86,949
655,AC/DC,1,0.67,55,95
6907,AC,0,0.07,30,460
696,AC/DC,0,0.42,94,941
299,AC/DC,0,0.78,18,173
12332,AC,0,0.03,36,710
152,AC/DC,0,0.76,85,10
636,AC/DC,0,0.26,26,878
232,AC/DC,0,0.09,83,703
145,AC,0,0.42,21,174
710,AC/DC,0,0.68,75,592
971,AC/DC,0,0.63,78,110
13565,AC,1,0.13,35,600
13986,AC,1,0.96,71,713
346,AC/DC,0,0.53,98,691
720,AC/DC,0,0.57,55,866
181,AC/DC,1,0.11,99,832
1711,AC,1,0.94,8,92
222,AC/DC,1,0.19,82,574
19008,AC,1,0.08,17,818
811,AC/DC,0,0.86,35,745
16885,AC/DC,1,0.73,23,444
225,AC/DC,0,0.69,53,768
16201,AC,1,0.74,2,153
958,AC/DC,0,0.39,24,169
179,AC/DC,0,0.46,43,584
18665,AC,1,0.36,94,894
1946,AC,1,0.92,86,720
350,AC/DC,0,0.19,93,372
1932,AC,1,0.17,70,870
7689,AC/DC,1,0.07,98,343
594,AC/DC,0,0.13,4,610
3866,AC,1,0.87,7,18
141,AC/DC,0,0.21,32,446
163,AC/DC,1,0.53,11,114
457,AC/DC,0,0.62,0,926
698,AC/DC,0,0.7,72,675
10649,AC,1,1.0,74,105
820,AC/DC,0,0.33,45,193
5342,AC,0,0.69,19,245
10244,AC,1,0.25,26,182
859,AC/DC,1,0.55,36,451
19522,AC,1,0.41,56,658
1928,AC,1,0.9,36,660
15085,AC,1,0.29,95,637
331,AC/DC,0,0.1,8,278
11510,AC,1,0.3,18,822
474,AC/DC,0,0.37,21,630
4513,AC/DC,1,0.14,80,407
7235,AC,1,0.67,89,196
462,AC/DC,0,0.45,15,118
15631,AC/DC,1,0.56,10,200
160,AC/DC,0,0.24,0,781
565,AC/DC,0,0.46,13,741
675,AC/DC,0,0.51,53,181
4437,AC,1,0.34,19,847
678,AC/DC,0,0.45,63,637
565,AC/DC,0,0.12,43,156
19374,AC,1,0.34,51,723
269,AC/DC,0,0.0,98,66
4227,AC,1,0.82,26,134
483,AC/DC,1,0.89,20,472
275,AC/DC,0,0.32,40,54
260,AC/DC,0,0.2,60,995
2184,AC,1,0.12,88,428
480,AC/DC,0,0.02,61,808
86,AC/DC,0,0.64,93,905
566,AC/DC,0,0.22,37,940
18158,AC,0,0.36,7,122
504,AC/DC,0,0.1,48,815
10082,AC,1,0.29,84,872
6227,AC,1,0.2,82,308
4011,AC,1,0.84,53,125
16158,AC,1,0.42,74,848
4465,AC,1,0.49,54,709
611,AC/DC,0,0.61,20,776
432,AC,0,0.26,25,11
460,AC/DC,0,0.34,41,893
9574,AC/DC,1,0.2,75,159
888,AC/DC,0,0.76,1,822
18118,AC,1,0.37,87,515
718,AC/DC,0,0.58,94,506
423,AC/DC,0,0.52,36,539
8428,AC,1,0.17,84,631
733,AC/DC,0,0.28,45,951
240,AC/DC,0,0.25,32,356
809,AC/DC,0,0.13,84,892
1968,AC/DC,0,0.94,39,223
867,AC/DC,0,0.21,46,251
758,AC/DC,0,0.26,43,63
52,AC,0,0.79,88,29
15050,AC,1,0.45,75,708
997,AC/DC,0,0.48,75,198
13361,AC,1,0.97,85,367
912,AC/DC,1,0.71,94,332
13718,AC,1,0.07,16,269
714,AC/DC,0,0.35,70,552
824,AC/DC,0,0.34,42,542
440,AC/DC,0,0.79,57,392
16127,AC/DC,1,0.27,28,994
8572,AC,1,0.87,18,291
197,AC/DC,0,0.3,5,705
754,AC/DC,0,0.8,84,860
2369,AC,0,1.0,12,330
849,AC/DC,0,0.9,31,490
104,AC/DC,0,0.77,95,675
17007,AC,0,0.37,100,926
354,AC/DC,0,0.35,74,175
4799,AC,0,0.26,81,395
527,AC/DC,1,0.67,81,99
558,AC,0,0.45,44,751
498,AC/DC,0,0.29,16,394
431,AC/DC,0,0.22,63,220
11068,AC,1,0.03,60,914
15164,AC,1,0.9,49,773
3325,AC,1,0.03,91,174
5195,AC,1,0.44,68,10
803,AC/DC,0,0.93,56,764
447,AC/DC,0,0.28,58,72
387,AC/DC,0,0.37,71,124
730,AC/DC,0,0.7,81,401
602,AC/DC,0,0.82,89,58
805,AC/DC,0,0.22,21,997
12122,AC,1,0.8,74,821
986,AC/DC,0,0.43,78,768
17082,AC,1,0.21,40,0
889,AC/DC,0,0.41,29,149
1534,AC,1,0.98,27,243
209,AC/DC,0,0.9,83,239
18618,AC,1,0.08,43,156
322,AC/DC,0,0.09,23,544
311,AC/DC,0,0.43,55,679
879,AC/DC,0,0.6,41,718
19917,AC/DC,1,0.59,76,825
813,AC/DC,0,0.05,12,64
365,AC/DC,1,1.0,80,10
941,AC,0,0.35,32,399
20,AC/DC,1,0.1,98,234
11700,AC,1,0.88,44,373
787,AC/DC,0,0.26,25,343
182,AC/DC,0,0.15,59,212
316,AC/DC,0,0.03,93,78
11766,AC,0,0.22,16,252
65,AC/DC,0,0.29,80,304
624,AC/DC,0,0.96,95,480
8888,AC,1,0.58,38,239
11480,AC,1,0.97,8,798
291,AC/DC,0,0.15,26,508
3600,AC,0,0.04,22,370
376,AC/DC,0,0.76,64,403
484,AC/DC,0,0.24,87,304
30,AC/DC,0,0.93,80,321
834,AC/DC,0,0.1,39,982
937,AC/DC,0,0.03,90,477
7076,AC,1,0.92,26,845
621,AC/DC,0,0.52,11,547
69,AC/DC,0,0.24,68,101
366,AC/DC,1,0.12,53,935
10949,AC/DC,1,0.94,10,826
757,AC/DC,0,0.84,0,349
11738,AC/DC,1,0.31,10,901
387,AC/DC,0,0.6,65,731
9647,AC,0,0.8,58,991
132,AC/DC,1,0.35,7,983
243,AC/DC,0,0.97,22,185
646,AC/DC,1,0.06,22,685
921,AC/DC,0,0.05,1,222
5368,AC,1,0.33,7,22
776,AC,0,0.54,9,809
14642,AC,1,0.55,100,771
23,AC/DC,1,0.06,24,935
8682,AC/DC,0,0.22,70,18
10365,AC,1,0.99,3,620
9264,AC,1,0.31,18,901
6744,AC,0,0.5,39,414
354,AC/DC,0,0.31,61,848
17055,AC,1,0.23,17,16
15426,AC,1,0.2,55,724
748,AC,0,0.4,68,241
636,AC/DC,0,0.69,0,900
366,AC,0,0.39,58,670
379,AC,0,0.62,73,636
19298,AC,0,0.1,45,445
3175,AC,1,0.44,7,826
14332,AC/DC,1,0.64,80,927
18239,AC,1,0.79,67,928
13652,AC,1,0.04,52,664
599,AC/DC,1,0.54,26,471
8002,AC,1,0.02,68,910
506,AC/DC,0,0.64,10,848
1,AC/DC,0,0.36,34,691
716,AC/DC,0,0.02,52,392
166,AC/DC,0,0.84,42,297
17966,AC,0,0.26,10,139
641,AC/DC,0,0.24,85,651
828,AC/DC,0,0.41,100,649
13536,AC/DC,1,0.12,70,49
1196,AC,1,0.89,15,363
364,AC/DC,0,0.06,69,996
950,AC/DC,0,0.78,70,753
16077,AC,1,0.78,77,957
773,AC/DC,0,0.26,2,306
681,AC/DC,0,0.77,58,167
501,AC/DC,0,0.05,69,371
791,AC/DC,1,0.43,63,25
5386,AC,1,0.01,54,517
19562,AC,1,0.73,0,889
1,AC/DC,0,0.14,17,974
352,AC/DC,0,0.04,3,445
174,AC/DC,0,0.31,98,804
2967,AC,1,0.76,94,123
409,AC/DC,0,0.28,80,443
966,AC/DC,0,0.3,43,418
173,AC,0,0.1,79,303
13461,AC,1,0.72,84,459
500,AC,0,0.71,32,677
7452,AC,1,0.77,33,976
435,AC/DC,0,0.25,84,550
7,AC/DC,0,0.55,36,897
8914,AC,1,0.42,36,305
14322,AC,1,0.59,9,989
777,AC/DC,0,0.93,91,747
65,AC/DC,0,0.41,57,190
26,AC/DC,0,0.06,99,627
339,AC/DC,0,0.36,6,199
8150,AC,1,0.86,59,921
12850,AC,1,0.14,85,680
184,AC,1,0.42,89,809
279,AC/DC,0,0.75,46,615
619,AC,0,0.46,48,179
306,AC/DC,0,0.34,23,725
10583,AC,0,0.51,57,486
757,AC/DC,0,0.68,8,758
587,AC/DC,0,0.57,31,10
19913,AC,1,0.29,44,553
6190,AC,0,0.51,14,151
13396,AC,1,0.75,3,66
5186,AC,1,0.55,74,882
500,AC/DC,0,0.7,46,849
1814,AC,1,0.25,85,813
523,AC/DC,0,0.47,74,475
472,AC/DC,0,0.28,50,491
16372,AC,1,0.15,92,138
10338,AC/DC,1,0.18,100,699
5484,AC,0,0.2,22,671
8825,AC,1,0.12,84,10
357,AC/DC,0,0.09,72,92
11805,AC,1,0.18,11,512
523,AC/DC,0,0.35,43,829
261,AC/DC,0,0.95,68,937
183,AC,0,0.08,94,209
12420,AC,1,0.44,79,830
228,AC/DC,0,0.54,20,472
2026,AC,1,0.58,30,38
12761,AC,1,0.97,47,13
414,AC/DC,0,0.71,16,792
17165,AC,1,0.99,91,815
9568,AC,1,0.59,55,149
17437,AC,1,0.24,73,573
881,AC/DC,0,0.72,63,357
10721,AC,1,0.34,66,395
6151,AC,1,0.55,49,166
17596,AC,1,0.53,98,611
7238,AC,1,0.27,87,668
7436,AC,1,0.8,91,74
12478,AC,1,0.2,62,670
864,AC/DC,0,0.6,90,578
13488,AC,1,0.15,45,430
489,AC/DC,0,0.45,83,959
15644,AC,0,0.06,16,173
791,AC/DC,1,0.07,29,69
515,AC/DC,0,0.05,24,410
5,AC,0,0.27,22,869
686,AC/DC,0,0.5,96,912
730,AC/DC,0,0.32,100,865
562,AC,0,0.15,62,720
5246,AC,1,0.9,47,754
46,AC/DC,0,0.03,44,701
95,AC/DC,0,0.29,95,202
13980,AC,1,0.58,4,129
670,AC/DC,0,0.42,88,49
981,AC/DC,0,0.37,54,803
705,AC,0,0.96,96,298
930,AC/DC,0,0.16,83,314
13231,AC,1,0.87,15,538
12008,AC,0,0.13,27,706
18826,AC,1,0.33,16,170
162,AC/DC,0,0.22,55,639
9772,AC,1,0.75,80,91
670,AC/DC,0,0.83,32,521
596,AC/DC,1,0.91,18,222
17296,AC,1,0.1,16,16
13600,AC,1,0.51,95,584
14174,AC,1,0.13,81,596
605,AC/DC,0,0.87,12,290
19238,AC,1,0.2,75,822
4644,AC,1,0.49,12,453
572,AC/DC,0,0.06,8,214
2937,AC,1,0.72,89,788
13597,AC,1,0.28,15,164
12171,AC,1,0.83,58,979
680,AC/DC,0,0.46,24,317
3399,AC,1,0.11,38,12
783,AC/DC,0,0.37,93,187
9846,AC,1,0.15,39,686
641,AC/DC,0,0.88,69,895
12344,AC/DC,1,0.29,88,501
15060,AC,1,0.75,82,822
174,AC/DC,0,0.02,100,184
37,AC,0,0.04,61,654
10114,AC,1,0.06,37,684
720,AC/DC,0,0.18,59,283
938,AC/DC,0,0.51,95,564
164,AC/DC,0,0.59,37,585
497,AC/DC,0,0.52,100,249
11477,AC,1,0.92,58,521
6267,AC/DC,1,0.72,23,642
657,AC/DC,0,0.5,53,983
723,AC,0,0.37,52,336
6,AC/DC,0,0.98,82,517
87,AC/DC,0,0.54,83,910
698,AC/DC,0,0.82,36,390
7777,AC,1,0.27,62,295
16726,AC,1,0.72,27,331
18118,AC,1,0.14,73,181
879,AC/DC,0,0.26,55,590
17052,AC/DC,1,0.61,53,796
996,AC,0,1.0,18,475
5928,AC,1,0.22,90,254
460,AC,1,0.76,69,721
17264,AC,1,0.14,99,360
1,AC/DC,0,0.75,100,268
445,AC/DC,0,0.1,11,583
907,AC/DC,0,0.42,98,654
1462,AC,1,0.5,74,119
733,AC/DC,0,0.51,99,133
181,AC/DC,0,0.24,19,13
480,AC/DC,0,0.61,21,310
577,AC/DC,0,0.77,28,599
252,AC/DC,0,0.5,9,771
14130,AC,1,0.19,52,918
940,AC/DC,0,0.43,83,458
3419,AC,1,0.93,63,896
753,AC,0,0.75,53,932
17,AC/DC,0,0.1,74,999
695,AC/DC,0,0.06,65,820
454,AC/DC,1,0.25,12,407
19397,AC/DC,1,0.86,65,556
12015,AC,1,0.84,28,152
386,AC/DC,0,0.53,37,784
567,AC/DC,0,0.94,64,622
451,AC/DC,0,0.85,51,698
17718,AC,1,0.88,0,150
19241,AC,1,0.84,92,916
278,AC/DC,0,0.76,77,143
13589,AC,1,0.05,96,479
988,AC/DC,0,0.31,74,593
17195,AC/DC,1,0.21,58,946
738,AC/DC,0,0.48,79,125
11541,AC,1,0.86,96,856
3254,AC,1,0.52,8,641
618,AC/DC,0,0.56,19,658
258,AC/DC,0,0.78,100,314
663,AC/DC,0,0.63,67,985
5680,AC/DC,1,0.58,29,649
3,AC/DC,1,0.72,35,46
682,AC/DC,0,0.95,85,76
9507,AC,1,0.7,89,735
2871,AC,1,0.96,40,859
845,AC/DC,0,0.87,72,902
345,AC/DC,0,0.73,91,737
306,AC/DC,0,0.71,91,997
17789,AC,0,0.76,55,636
246,AC/DC,0,0.76,3,81
17954,AC,1,0.77,5,428
422,AC/DC,0,0.31,49,163
554,AC/DC,0,0.62,80,741
19381,AC,0,0.04,39,373
287,AC/DC,1,0.09,99,116
554,AC/DC,0,0.46,47,602
19025,AC,1,0.93,49,482
14959,AC/DC,1,0.55,68,845
15347,AC,1,0.23,43,51
954,AC/DC,0,0.38,59,10
9391,AC,1,0.83,21,804
526,AC/DC,0,0.79,38,729
350,AC/DC,0,0.22,38,421
377,AC/DC,0,0.27,84,889
610,AC/DC,0,0.41,24,1000
4286,AC,0,0.49,60,633
33,AC/DC,0,0.28,79,50
12048,AC,1,0.43,68,846
271,AC,0,0.29,15,715
77,AC/DC,0,0.16,47,246
160,AC/DC,0,0.8,88,330
3564,AC,1,0.12,39,348
580,AC/DC,0,0.65,69,692
17395,AC,1,0.73,60,479
2701,AC,1,0.65,85,872
19,AC/DC,0,0.56,49,514
297,AC/DC,0,0.07,9,750
75,AC/DC,0,0.5,6,396
18912,AC,1,0.71,14,1
657,AC/DC,0,1.0,81,327
966,AC/DC,0,0.89,54,133
19843,AC,1,0.84,35,330
658,AC/DC,0,0.29,72,390
13059,AC,1,0.47,23,795
715,AC/DC,0,0.59,80,324
12540,AC,1,0.12,59,965
17274,AC,1,0.66,16,56
414,AC/DC,0,1.0,30,846
206,AC/DC,0,0.56,36,849
961,AC/DC,0,0.51,66,642
13374,AC,1,0.53,77,809
17127,AC,1,0.99,10,832
3709,AC,1,0.0,89,727
773,AC,0,0.65,94,869
3355,AC/DC,0,0.45,93,585
6007,AC,1,0.4,25,847
369,AC/DC,0,0.25,10,638
6190,AC,1,0.1,71,12
95,AC/DC,0,0.27,96,894
6890,AC/DC,1,0.87,42,698
14996,AC,1,0.59,39,941
10420,AC,1,0.29,85,905
332,AC/DC,0,0.09,38,272
561,AC/DC,0,0.47,98,804
6499,AC,1,0.36,14,78
772,AC/DC,1,0.94,91,205
5409,AC,0,0.35,85,898
331,AC/DC,0,0.69,84,168
164,AC/DC,0,0.59,38,490
6252,AC,1,0.07,59,497
577,AC/DC,0,0.08,14,272
1237,AC,1,0.89,86,312
352,AC/DC,0,0.78,20,919
14029,AC,1,0.51,28,599
965,AC,0,0.6,34,815
349,AC/DC,0,0.05,53,168
13445,AC,1,0.02,82,942
9605,AC,1,0.92,39,58
977,AC,0,0.03,21,198
4268,AC,0,0.76,1,648
964,AC/DC,0,0.53,82,619
738,AC/DC,0,0.01,81,749
377,AC/DC,0,0.59,15,728
2728,AC,1,0.91,47,86
156,AC/DC,0,0.23,16,677
492,AC/DC,0,0.61,56,753
647,AC/DC,0,0.07,35,666
895,AC,0,0.81,39,48
342,AC/DC,0,0.77,1,891
8997,AC,1,0.58,44,772
780,AC/DC,0,0.82,21,951
14989,AC/DC,0,0.97,7,742
857,AC,0,0.63,34,218
6656,AC,0,0.04,79,780
9240,AC,1,0.21,66,629
976,AC/DC,0,0.4,62,903
782,AC/DC,0,0.38,25,544
143,AC/DC,0,0.86,29,779
730,AC,1,0.19,33,569
217,AC/DC,1,0.13,57,786
571,AC/DC,0,0.18,54,942
545,AC/DC,1,0.68,88,974
652,AC/DC,0,0.15,75,698
9943,AC,1,0.93,64,444
2449,AC,1,1.0,60,70
11751,AC,1,0.66,59,220
3826,AC/DC,1,0.06,3,29
802,AC/DC,0,0.71,16,929
1982,AC/DC,1,0.64,47,711
655,AC,1,0.66,17,272
139,AC/DC,0,0.76,56,22
1553,AC,1,0.97,40,42
933,AC/DC,0,0.78,59,912
842,AC/DC,1,0.08,20,207
816,AC/DC,0,0.07,60,907
385,AC/DC,1,0.11,67,326
16559,AC,1,0.19,82,673
620,AC/DC,1,0.54,22,722
614,AC/DC,0,0.8,30,377
13295,AC,1,0.83,65,225
1845,AC,1,0.68,59,57
749,AC/DC,0,0.28,96,59
13618,AC,1,0.0,41,585
288,AC/DC,0,0.44,43,601
726,AC/DC,0,0.25,29,847
15156,AC,1,0.53,50,116
14881,AC,1,0.61,60,443
8644,AC,1,0.72,88,307
734,AC/DC,0,0.08,65,948
8821,AC,1,0.21,51,87
294,AC/DC,0,0.29,97,281
275,AC/DC,0,0.89,100,641
809,AC/DC,0,0.81,8,246
706,AC/DC,0,0.34,86,644
738,AC/DC,1,0.11,1,768
6364,AC,1,0.27,95,428
617,AC,0,0.0,30,630
942,AC/DC,0,0.98,73,521
430,AC/DC,0,0.98,38,410
11657,AC,1,0.64,90,217
329,AC/DC,0,0.93,67,429
12771,AC,1,0.77,83,755
9430,AC,0,0.48,95,344
926,AC/DC,0,0.02,14,404
8333,AC,1,0.56,18,86
7125,AC,1,0.57,63,991
16519,AC,1,0.92,88,103
658,AC/DC,0,0.56,89,101
832,AC/DC,0,0.73,65,903
949,AC/DC,1,0.7,14,455
2921,AC,1,0.9,65,374
17183,AC,1,0.82,85,766
8284,AC,1,0.72,76,393
6869,AC,1,0.3,18,664
10989,AC,1,0.11,10,994
17196,AC,1,0.77,86,820
360,AC/DC,0,1.0,55,172
114,AC/DC,0,0.43,63,882
15717,AC,1,0.1,35,625
694,AC/DC,0,0.09,66,409
894,AC/DC,0,0.51,51,404
529,AC/DC,0,0.61,72,393
19251,AC/DC,1,0.45,43,40
422,AC/DC,0,0.78,96,819
10390,AC,1,0.28,50,881
544,AC/DC,0,0.27,18,293
5142,AC,1,0.3,39,149
18222,AC,1,0.35,78,971
989,AC/DC,0,0.95,93,125
10581,AC,1,0.34,19,626
403,AC/DC,1,0.42,17,126
11242,AC,1,0.09,10,807
676,AC/DC,0,0.81,95,444
576,AC,0,0.87,43,993
190,AC/DC,0,0.99,12,787
6704,AC,1,0.62,63,443
103,AC/DC,0,0.84,6,520
5923,AC,1,0.13,38,241
16342,AC,1,0.7,66,52
9591,AC,0,0.96,82,969
688,AC,0,0.27,39,304
831,AC,0,0.72,87,739
18933,AC,1,0.87,4,182
237,AC/DC,0,0.57,65,949
897,AC,0,0.16,94,790
658,AC,0,0.78,81,463
8551,AC,0,0.08,57,564
17789,AC,1,0.88,24,565
981,AC/DC,1,0.94,75,238
740,AC/DC,0,0.64,15,912
892,AC/DC,0,0.9,50,722
321,AC/DC,0,0.23,100,655
754,AC/DC,1,0.61,92,245
465,AC/DC,0,0.22,9,430
18765,AC,1,0.98,45,625
996,AC,0,0.11,32,27
12800,AC,1,0.93,89,380
12988,AC,1,0.63,46,23
5190,AC,1,0.35,65,358
741,AC,0,0.83,18,796
18620,AC,1,0.84,41,126
5738,AC,1,0.05,5,156
513,AC,1,0.25,12,9
4,AC/DC,0,0.49,54,286
496,AC,0,0.32,62,697
5327,AC,1,0.64,3,599
10616,AC,1,0.84,20,270
761,AC/DC,0,0.84,54,249
18898,AC/DC,0,0.2,52,866
169,AC/DC,0,0.17,100,23
61,AC/DC,1,0.5,95,680
221,AC/DC,0,0.56,66,848
11132,AC,1,0.45,99,707
521,AC/DC,1,0.34,13,813
40,AC/DC,0,0.38,15,428
2215,AC,1,0.96,43,144
438,AC/DC,0,0.84,70,28
80,AC/DC,0,0.36,29,324
761,AC/DC,1,0.38,17,208
327,AC/DC,0,0.54,12,907
16171,AC,1,0.24,16,802
192,AC/DC,1,0.34,1,769
9734,AC,1,0.38,46,964
259,AC/DC,0,1.0,90,519
862,AC/DC,0,0.35,84,59
502,AC/DC,0,0.26,2,591
663,AC/DC,0,0.59,23,553
871,AC/DC,0,0.78,81,656
163,AC/DC,0,0.68,8,224
988,AC/DC,0,0.96,59,614
349,AC/DC,0,0.2,97,419
77,AC/DC,0,0.94,96,144
180,AC/DC,0,0.28,28,500
330,AC/DC,0,0.54,39,705
232,AC/DC,0,0.86,49,423
22,AC/DC,0,0.29,70,64
436,AC/DC,0,0.07,4,332
445,AC/DC,0,0.18,89,306
181,AC,0,0.21,26,808
6234,AC,1,0.81,44,928
7394,AC/DC,1,0.71,51,617
5465,AC,1,0.45,48,265
12568,AC,1,0.01,33,150
593,AC,0,0.09,94,451
938,AC/DC,0,0.7,46,995
595,AC/DC,0,0.15,72,592
12988,AC,1,0.82,87,624
240,AC/DC,0,0.95,24,791
240,AC,0,0.99,82,71
17707,AC,1,0.69,39,922
4937,AC,1,0.76,83,701
123,AC/DC,0,0.49,100,212
999,AC/DC,0,0.89,46,605
18160,AC/DC,1,0.86,41,30
546,AC/DC,0,0.08,88,1
16735,AC,0,0.73,3,239
969,AC/DC,0,0.93,51,449
7469,AC,1,0.69,4,104
14831,AC,1,0.36,57,388
17484,AC,1,0.33,89,949
17422,AC,1,0.46,31,537
11920,AC,0,0.85,16,711
1210,AC,1,0.33,15,788
500,AC/DC,0,0.47,27,990
466,AC/DC,0,0.22,5,44
704,AC/DC,0,0.8,15,695
4508,AC/DC,1,0.3,1,755
9106,AC,1,0.91,39,939
11981,AC,1,0.0,56,660
2726,AC,0,0.22,56,85
644,AC/DC,0,0.13,98,245
132,AC/DC,0,0.34,99,319
268,AC/DC,0,0.69,56,619
996,AC/DC,0,0.79,84,854
759,AC/DC,0,0.86,15,191
18878,AC,1,0.88,11,674
848,AC/DC,0,0.34,40,730
357,AC/DC,0,0.85,18,849
788,AC/DC,0,0.59,20,571
174,AC/DC,0,0.88,51,577
12651,AC/DC,0,0.43,100,695
163,AC/DC,0,0.79,69,339
51,AC/DC,0,0.43,59,624
5750,AC/DC,1,0.48,23,913
366,AC/DC,0,0.58,25,394
14199,AC,1,0.33,1,75
12508,AC,1,0.07,36,736
17806,AC,1,0.95,46,536
214,AC/DC,0,0.59,37,945
9674,AC,1,0.13,25,158
869,AC/DC,0,0.99,22,779
9067,AC/DC,1,0.55,68,23
184,AC/DC,0,0.28,25,613
906,AC,0,0.32,25,4
114,AC/DC,0,0.17,14,700
853,AC,0,0.64,16,726
2072,AC,1,0.96,29,856
676,AC/DC,0,0.38,88,992
586,AC/DC,0,0.03,81,977
376,AC/DC,0,0.64,27,671
587,AC,0,0.4,29,953
3275,AC,1,0.75,34,513
7792,AC/DC,1,0.5,29,706
1422,AC,1,0.79,38,244
955,AC/DC,0,0.18,96,361
617,AC/DC,0,0.69,89,750
625,AC/DC,0,0.08,18,781
382,AC/DC,0,0.33,91,151
384,AC/DC,0,0.09,81,924
580,AC/DC,0,0.61,41,746
809,AC/DC,1,0.6,51,81
837,AC,0,0.81,40,240
466,AC/DC,1,0.66,54,530
1995,AC,1,0.44,46,986
57,AC/DC,0,0.8,60,363
824,AC/DC,1,0.98,80,1
778,AC/DC,0,0.97,57,237
316,AC/DC,1,0.71,11,580
247,AC/DC,0,0.74,28,876
11813,AC,1,0.1,34,660
476,AC/DC,0,0.36,45,374
1754,AC,1,0.93,26,596
257,AC/DC,0,0.16,98,145
612,AC/DC,0,0.27,56,764
597,AC/DC,0,0.72,65,643
245,AC/DC,0,0.63,26,251
643,AC/DC,0,0.61,89,45
225,AC/DC,0,0.49,46,906
11,AC,0,0.88,36,768
19556,AC,1,0.8,23,998
569,AC/DC,0,0.8,74,270
5176,AC,1,0.59,99,406
11745,AC,1,0.76,12,538
16820,AC,1,0.87,38,73
573,AC/DC,0,0.25,39,364
406,AC/DC,0,0.62,18,701
9714,AC,1,0.05,83,534
868,AC/DC,0,0.07,55,845
3594,AC,1,0.47,18,677
571,AC/DC,0,0.22,27,239
6337,AC,1,0.96,39,764
182,AC/DC,1,0.02,6,137
17628,AC,1,0.35,86,24
370,AC,0,0.38,37,781
972,AC/DC,1,0.61,36,991
413,AC/DC,0,0.03,67,688
814,AC/DC,0,0.43,80,613
4175,AC,1,0.22,47,941
206,AC/DC,0,0.95,82,314
800,AC/DC,0,0.51,58,693
6035,AC,1,0.81,95,653
567,AC,0,0.05,66,449
392,AC/DC,1,0.58,80,701
653,AC/DC,0,0.87,83,347
717,AC/DC,0,0.86,91,296
15351,AC/DC,1,0.86,1,257
130,AC/DC,0,0.18,83,808
178,AC/DC,0,0.16,5,407
306,AC/DC,0,0.69,55,777
291,AC/DC,0,0.58,15,805
426,AC/DC,0,0.4,77,948
931,AC/DC,0,0.56,88,142
11677,AC,1,0.61,50,116
16724,AC,1,0.63,25,115
4432,AC,1,0.83,13,881
6067,AC,1,0.81,18,82
9655,AC,1,0.72,32,88
147,AC/DC,0,0.17,77,639
7404,AC,1,0.27,17,747
692,AC/DC,0,0.58,88,847
6,AC/DC,0,0.14,74,507
7337,AC,1,0.96,15,40
178,AC/DC,0,0.87,76,770
580,AC/DC,0,0.94,21,963
19681,AC,0,0.41,10,412
16778,AC,1,0.7,50,455
532,AC/DC,0,0.55,72,684
156,AC/DC,0,0.26,82,637
11524,AC/DC,0,0.59,4,555
11595,AC,1,0.85,52,494
73,AC/DC,0,0.59,16,421
690,AC/DC,0,0.3,71,172
3598,AC,1,0.52,22,893
180,AC/DC,0,0.61,37,283
18648,AC,1,0.44,97,938
949,AC/DC,0,0.27,68,818
